ID_Factura,ID_Cliente,Fecha_Emisión,Días_Plazo,Fecha_Pago,Días_Mora,Monto
FAC001949,C01076,2025-06-18,15,2025-08-13,41.0,761000
FAC001950,C04044,2025-01-10,15,2025-01-13,0.0,234000
FAC001951,C01319,2024-11-04,90,2025-09-08,218.0,1002000
FAC001952,C04758,2024-12-04,90,2025-02-04,0.0,1938000
FAC001953,C03427,2025-01-24,45,2025-04-17,38.0,894000
FAC001954,C00555,2025-08-25,30,2025-08-27,0.0,256000
FAC001955,C03066,2025-01-28,60,2025-09-12,167.0,561000
FAC001956,C02205,2025-09-02,60,2025-09-15,0.0,550000
FAC001957,C01279,2025-06-03,90,2025-07-11,0.0,1456000
FAC001958,C00624,2025-04-23,30,2025-07-17,55.0,1668000
FAC001959,C04196,2024-11-01,60,,,1298000
FAC001960,C03618,2025-08-22,45,2025-09-04,0.0,1122000
FAC001961,C00075,2024-10-29,45,2024-12-03,0.0,534000
FAC001962,C03482,2024-11-28,60,2025-07-14,168.0,573000
FAC001963,C03985,2025-01-12,15,2025-01-15,0.0,1928000
FAC001964,C01832,2024-10-16,15,2024-11-03,3.0,1253000
FAC001965,C00468,2025-04-22,60,2025-07-30,39.0,1953000
FAC001966,C02259,2024-11-29,30,2025-09-14,259.0,1931000
FAC001967,C04465,2025-05-11,30,2025-07-23,43.0,1064000
FAC001968,C02685,2025-06-15,15,,,1013000
FAC001969,C00251,2025-01-24,90,,,1302000
FAC001970,C02127,2025-03-11,90,2025-06-10,1.0,1708000
FAC001971,C04921,2025-02-15,15,2025-04-05,34.0,1017000
FAC001972,C01057,2024-10-03,45,2025-05-11,175.0,250000
FAC001973,C01384,2025-02-28,90,2025-03-11,0.0,1174000
FAC001974,C02180,2025-06-10,45,2025-08-07,13.0,1794000
FAC001975,C03497,2024-11-18,45,2025-05-09,127.0,1531000
FAC001976,C03724,2025-05-08,30,2025-05-14,0.0,400000
FAC001977,C00835,2025-01-25,15,2025-08-21,193.0,542000
FAC001978,C00890,2025-07-25,30,2025-08-11,0.0,373000
FAC001979,C04263,2024-12-14,30,,,1898000
FAC001980,C02214,2025-05-27,45,2025-07-02,0.0,1083000
FAC001981,C01354,2024-12-03,45,,,925000
FAC001982,C04007,2025-04-21,45,,,890000
FAC001983,C04706,2024-11-05,30,2025-06-10,187.0,1831000
FAC001984,C01914,2025-04-11,90,,,236000
FAC001985,C00496,2025-03-13,60,,,1057000
FAC001986,C04133,2024-10-03,60,2025-04-04,123.0,1266000
FAC001987,C03471,2025-08-10,60,2025-08-15,0.0,149000
FAC001988,C04355,2024-10-30,15,2025-02-23,101.0,1870000
FAC001989,C01240,2025-02-07,30,2025-04-09,31.0,842000
FAC001990,C02144,2025-07-01,30,2025-07-23,0.0,1913000
FAC001991,C03038,2025-08-04,45,2025-08-25,0.0,134000
FAC001992,C00854,2025-05-06,90,,,773000
FAC001993,C01340,2025-01-26,90,,,1865000
FAC001994,C04122,2025-07-14,15,2025-07-17,0.0,937000
FAC001995,C01831,2025-03-16,90,,,1831000
FAC001996,C00879,2024-10-23,60,2025-01-03,12.0,83000
FAC001997,C02220,2025-02-17,60,2025-04-24,6.0,833000
FAC001998,C04434,2024-12-26,45,2025-08-29,201.0,1566000
FAC001999,C03196,2025-07-05,60,,,522000
FAC002000,C03207,2024-10-01,60,,,1854000
FAC002001,C03617,2025-06-24,45,2025-08-19,11.0,1692000
FAC002002,C03807,2025-04-18,30,2025-06-01,14.0,1678000
FAC002003,C03500,2025-01-24,15,,,885000
FAC002004,C01784,2025-09-08,45,2025-09-23,0.0,546000
FAC002005,C04522,2025-04-16,15,,,827000
FAC002006,C00909,2025-07-19,15,2025-08-18,15.0,892000
FAC002007,C03520,2025-05-06,60,2025-09-04,61.0,1728000
FAC002008,C02125,2025-04-30,45,2025-06-07,0.0,1343000
FAC002009,C03038,2024-11-26,30,,,607000
FAC002010,C00265,2024-10-24,30,,,1505000
FAC002011,C01962,2025-04-09,90,2025-06-13,0.0,666000
FAC002012,C03066,2025-04-30,30,2025-05-23,0.0,267000
FAC002013,C00606,2025-07-02,30,2025-07-12,0.0,1279000
FAC002014,C04786,2025-05-12,90,2025-05-15,0.0,305000
FAC002015,C04048,2025-06-23,60,2025-07-08,0.0,144000
FAC002016,C00145,2025-04-07,60,2025-08-23,78.0,1312000
FAC002017,C03005,2025-05-21,30,,,1750000
FAC002018,C01981,2024-12-06,30,2025-03-31,85.0,723000
FAC002019,C04520,2024-09-28,60,2025-09-06,283.0,986000
FAC002020,C04289,2024-10-21,15,2025-05-10,186.0,149000
FAC002021,C00665,2025-07-12,15,2025-07-28,1.0,1706000
FAC002022,C03148,2025-04-10,45,2025-08-02,69.0,1829000
FAC002023,C03937,2025-03-29,90,2025-07-29,32.0,1785000
FAC002024,C02102,2025-01-12,45,,,1296000
FAC002025,C02830,2024-12-16,45,2025-09-20,233.0,1047000
FAC002026,C01125,2025-03-28,45,2025-05-03,0.0,1192000
FAC002027,C04388,2024-10-07,90,2024-12-04,0.0,1499000
FAC002028,C03292,2025-01-03,45,2025-08-24,188.0,541000
FAC002029,C04546,2025-04-28,30,2025-06-30,33.0,1631000
FAC002030,C02693,2025-03-09,45,2025-08-10,109.0,1870000
FAC002031,C04289,2025-07-22,30,,,403000
FAC002032,C02385,2024-10-20,15,,,1679000
FAC002033,C01822,2024-12-04,45,2025-05-11,113.0,92000
FAC002034,C04133,2024-12-07,15,2025-01-01,10.0,467000
FAC002035,C00850,2025-01-27,15,,,1454000
FAC002036,C00423,2025-02-03,45,,,634000
FAC002037,C04938,2024-11-06,15,2025-03-02,101.0,236000
FAC002038,C00169,2025-01-18,60,2025-02-02,0.0,1397000
FAC002039,C02585,2025-08-04,60,2025-09-17,0.0,1266000
FAC002040,C00219,2025-01-12,90,2025-03-05,0.0,615000
FAC002041,C01823,2025-09-17,45,,,1318000
FAC002042,C03033,2025-06-19,90,2025-07-19,0.0,1149000
FAC002043,C04706,2025-08-27,30,2025-09-12,0.0,443000
FAC002044,C01909,2025-06-26,45,2025-09-21,42.0,122000
FAC002045,C02647,2025-07-13,15,2025-09-17,51.0,668000
FAC002046,C00361,2024-11-07,30,,,1895000
FAC002047,C00272,2025-03-04,60,2025-05-24,21.0,927000
FAC002048,C03520,2025-02-19,15,,,1120000
FAC002049,C00844,2025-09-11,60,2025-09-28,0.0,650000
FAC002050,C04664,2025-08-09,15,2025-09-10,17.0,65000
FAC002051,C00444,2024-10-09,60,2025-06-16,190.0,1364000
FAC002052,C04790,2025-06-28,15,2025-07-26,13.0,1757000
FAC002053,C03375,2025-02-25,30,2025-04-26,30.0,865000
FAC002054,C01428,2025-04-25,30,2025-07-31,67.0,981000
FAC002055,C04938,2025-07-04,45,2025-07-29,0.0,1314000
FAC002056,C04174,2025-06-28,15,2025-09-06,55.0,1923000
FAC002057,C01706,2025-06-27,30,,,652000
FAC002058,C00597,2025-05-29,45,2025-09-02,51.0,832000
FAC002059,C00225,2025-05-14,30,2025-09-23,102.0,1345000
FAC002060,C04510,2024-11-24,60,2025-02-28,36.0,131000
FAC002061,C02633,2025-02-08,15,2025-05-17,83.0,1320000
FAC002062,C03633,2025-07-19,15,2025-08-18,15.0,347000
FAC002063,C02513,2025-01-29,45,,,807000
FAC002064,C03800,2025-02-01,15,2025-08-19,184.0,672000
FAC002065,C00379,2025-07-09,45,2025-08-06,0.0,1387000
FAC002066,C03238,2025-05-20,45,2025-08-02,29.0,1612000
FAC002067,C03956,2025-07-03,90,2025-07-19,0.0,1874000
FAC002068,C00050,2025-07-10,60,2025-08-01,0.0,1994000
FAC002069,C01207,2025-03-18,30,2025-06-08,52.0,407000
FAC002070,C01605,2025-02-17,60,2025-08-07,111.0,105000
FAC002071,C02693,2025-01-27,45,,,731000
FAC002072,C04289,2025-06-22,60,,,858000
FAC002073,C01630,2025-09-07,90,2025-09-27,0.0,596000
FAC002074,C01689,2024-11-02,45,2025-04-15,119.0,1582000
FAC002075,C02672,2025-05-30,60,,,779000
FAC002076,C00413,2025-06-27,30,2025-09-07,42.0,119000
FAC002077,C02559,2024-12-21,30,2025-06-19,150.0,1399000
FAC002078,C03932,2025-03-04,15,,,378000
FAC002079,C01635,2025-09-11,15,2025-09-23,0.0,1474000
FAC002080,C01839,2025-02-16,30,2025-05-07,50.0,1256000
FAC002081,C01080,2025-02-03,30,,,140000
FAC002082,C02930,2024-11-30,15,,,906000
FAC002083,C03592,2025-05-10,60,,,1038000
FAC002084,C01116,2024-11-04,90,,,776000
FAC002085,C03048,2024-12-22,15,,,283000
FAC002086,C03319,2025-04-07,60,2025-06-23,17.0,1917000
FAC002087,C03054,2025-04-24,15,2025-05-02,0.0,237000
FAC002088,C00770,2024-10-12,60,,,1516000
FAC002089,C01831,2025-01-04,90,2025-01-19,0.0,1729000
FAC002090,C02397,2025-02-22,30,,,368000
FAC002091,C00078,2025-04-05,45,2025-05-12,0.0,1713000
FAC002092,C01524,2025-04-27,30,2025-08-07,72.0,1363000
FAC002093,C04228,2025-05-03,15,2025-05-17,0.0,68000
FAC002094,C04968,2025-07-18,30,,,1745000
FAC002095,C03536,2024-11-04,15,2025-07-18,241.0,1121000
FAC002096,C04950,2025-01-01,15,2025-08-10,206.0,1239000
FAC002097,C01247,2025-07-01,90,2025-09-17,0.0,329000
FAC002098,C03581,2025-02-06,90,2025-05-17,10.0,606000
FAC002099,C01804,2025-02-13,45,2025-07-15,107.0,1697000
FAC002100,C01656,2025-08-31,90,,,647000
FAC002101,C02585,2024-10-13,90,2024-12-10,0.0,1324000
FAC002102,C01848,2025-04-04,60,2025-08-16,74.0,1619000
FAC002103,C04047,2025-01-24,90,2025-07-24,91.0,401000
FAC002104,C00724,2025-01-17,30,2025-08-29,194.0,1834000
FAC002105,C03897,2025-08-08,90,2025-08-21,0.0,1425000
FAC002106,C04202,2024-09-30,30,,,1709000
FAC002107,C03102,2025-05-14,30,2025-06-11,0.0,704000
FAC002108,C03419,2024-10-20,15,2024-11-06,2.0,1578000
FAC002109,C04136,2024-10-18,90,2025-06-05,140.0,243000
FAC002110,C03806,2024-12-12,90,,,51000
FAC002111,C03423,2025-09-18,15,,,1710000
FAC002112,C01666,2025-03-21,30,2025-09-03,136.0,638000
FAC002113,C00275,2025-07-05,45,2025-08-20,1.0,743000
FAC002114,C03017,2025-07-02,45,2025-07-22,0.0,1961000
FAC002115,C04685,2024-10-25,15,,,1100000
FAC002116,C03148,2025-03-03,60,,,1536000
FAC002117,C01366,2025-09-03,45,2025-09-25,0.0,1434000
FAC002118,C02880,2025-08-28,30,2025-09-18,0.0,1452000
FAC002119,C01917,2025-07-11,60,2025-08-27,0.0,1915000
FAC002120,C00361,2025-04-04,15,,,1810000
FAC002121,C00225,2024-11-29,15,2025-03-06,82.0,864000
FAC002122,C00270,2025-03-14,15,2025-03-30,1.0,1894000
FAC002123,C04619,2025-05-13,60,,,444000
FAC002124,C03649,2024-12-24,15,2025-06-07,150.0,832000
FAC002125,C00083,2025-04-14,90,2025-06-11,0.0,1428000
FAC002126,C00830,2024-12-12,90,2025-08-17,158.0,1724000
FAC002127,C04133,2025-09-06,45,2025-09-15,0.0,1496000
FAC002128,C03037,2024-11-17,60,2025-06-12,147.0,1141000
FAC002129,C01848,2025-06-14,15,2025-07-07,8.0,333000
FAC002130,C04579,2025-09-14,15,2025-09-16,0.0,373000
FAC002131,C00180,2024-12-25,60,2025-01-30,0.0,1070000
FAC002132,C00771,2024-11-18,60,2025-07-21,185.0,1538000
FAC002133,C02202,2025-04-15,30,2025-06-13,29.0,173000
FAC002134,C02725,2025-08-19,30,,,853000
FAC002135,C01547,2025-05-18,90,2025-08-15,0.0,1054000
FAC002136,C00836,2025-05-03,15,2025-07-16,59.0,863000
FAC002137,C01702,2025-01-05,15,2025-08-03,195.0,399000
FAC002138,C03496,2025-04-02,15,,,376000
FAC002139,C03342,2025-08-24,30,2025-08-26,0.0,419000
FAC002140,C03954,2025-08-07,15,2025-08-24,2.0,501000
FAC002141,C02342,2025-03-23,30,2025-06-03,42.0,1052000
FAC002142,C02992,2024-10-28,45,,,1096000
FAC002143,C00717,2024-10-22,90,2025-09-04,227.0,167000
FAC002144,C02040,2025-02-23,15,2025-08-23,166.0,363000
FAC002145,C01407,2025-04-19,90,2025-07-10,0.0,1396000
FAC002146,C04053,2025-06-22,30,2025-08-07,16.0,1189000
FAC002147,C02138,2025-08-28,60,2025-09-28,0.0,812000
FAC002148,C04328,2024-10-21,30,2024-11-09,0.0,1013000
FAC002149,C03981,2025-02-27,90,2025-07-28,61.0,1250000
FAC002150,C02070,2025-06-24,45,,,566000
FAC002151,C02959,2025-01-23,90,,,1995000
FAC002152,C02909,2025-09-03,15,2025-09-26,8.0,1355000
FAC002153,C04302,2025-05-31,15,2025-06-23,8.0,554000
FAC002154,C03873,2025-01-29,60,2025-04-27,28.0,158000
FAC002155,C02114,2024-10-29,90,2025-02-25,29.0,1191000
FAC002156,C00716,2025-09-14,90,2025-09-22,0.0,1144000
FAC002157,C01521,2025-01-04,30,2025-04-11,67.0,1906000
FAC002158,C03257,2025-07-04,90,2025-09-15,0.0,243000
FAC002159,C04893,2024-11-25,60,,,1551000
FAC002160,C00323,2025-07-04,15,2025-09-18,61.0,223000
FAC002161,C02685,2025-07-22,45,2025-09-21,16.0,1388000
FAC002162,C00787,2025-02-19,30,,,680000
FAC002163,C01941,2025-02-17,30,,,930000
FAC002164,C00272,2025-02-27,90,2025-06-18,21.0,579000
FAC002165,C00413,2025-05-03,90,2025-05-13,0.0,437000
FAC002166,C02852,2025-07-23,30,,,1479000
FAC002167,C01547,2025-04-14,45,,,982000
FAC002168,C00292,2025-01-24,15,2025-07-15,157.0,1690000
FAC002169,C03592,2025-05-26,30,2025-09-04,71.0,675000
FAC002170,C02165,2025-08-07,60,,,1008000
FAC002171,C04483,2025-02-20,45,2025-08-17,133.0,955000
FAC002172,C00821,2025-07-26,45,2025-09-01,0.0,805000
FAC002173,C01680,2024-12-13,90,2025-06-27,106.0,1630000
FAC002174,C03038,2024-10-26,15,2025-09-13,307.0,547000
FAC002175,C00056,2025-05-14,30,,,1803000
FAC002176,C00024,2025-09-12,15,,,734000
FAC002177,C03204,2025-08-01,90,2025-09-02,0.0,1167000
FAC002178,C02295,2025-09-07,45,,,1651000
FAC002179,C04228,2025-03-15,15,2025-05-26,57.0,1616000
FAC002180,C04916,2025-06-28,90,2025-08-13,0.0,165000
FAC002181,C02446,2025-04-25,15,2025-08-29,111.0,1333000
FAC002182,C00432,2024-12-09,30,2025-07-09,182.0,1628000
FAC002183,C02570,2025-07-19,45,2025-09-06,4.0,1717000
FAC002184,C03965,2025-06-29,90,2025-08-03,0.0,800000
FAC002185,C03078,2024-12-10,30,2025-09-14,248.0,1216000
FAC002186,C04162,2025-03-31,90,2025-07-01,2.0,234000
FAC002187,C03050,2025-04-02,45,2025-04-26,0.0,1390000
FAC002188,C03599,2025-03-28,15,2025-08-19,129.0,327000
FAC002189,C01144,2025-08-15,15,2025-08-31,1.0,152000
FAC002190,C01563,2025-04-22,30,,,645000
FAC002191,C03100,2025-03-19,60,2025-08-15,89.0,151000
FAC002192,C00821,2025-06-05,30,2025-09-23,80.0,547000
FAC002193,C00468,2025-07-28,45,2025-07-28,0.0,1246000
FAC002194,C03744,2025-07-22,30,2025-08-22,1.0,287000
FAC002195,C03466,2025-09-01,45,,,730000
FAC002196,C03430,2025-05-21,45,,,808000
FAC002197,C04910,2025-06-28,15,,,541000
FAC002198,C01219,2025-02-26,30,,,563000
FAC002199,C02240,2024-10-26,15,2025-07-12,244.0,1299000
FAC002200,C02495,2025-06-24,45,,,1875000
FAC002201,C03158,2024-12-17,60,2025-01-18,0.0,952000
FAC002202,C01147,2025-02-15,15,,,326000
FAC002203,C03869,2025-09-02,90,2025-09-25,0.0,1302000
FAC002204,C02244,2025-01-26,45,2025-08-21,162.0,1805000
FAC002205,C01309,2025-03-27,15,,,1876000
FAC002206,C00356,2025-02-04,90,2025-06-21,47.0,685000
FAC002207,C03505,2025-05-23,15,,,292000
FAC002208,C03383,2025-07-06,15,,,1797000
FAC002209,C01223,2025-07-15,15,2025-09-09,41.0,713000
FAC002210,C01497,2025-06-24,30,,,1382000
FAC002211,C02183,2024-11-30,30,2025-02-22,54.0,415000
FAC002212,C03319,2025-06-21,45,2025-07-02,0.0,1024000
FAC002213,C00468,2025-05-02,90,2025-08-13,13.0,1811000
FAC002214,C02120,2025-01-25,15,2025-01-30,0.0,695000
FAC002215,C01705,2025-05-26,15,2025-07-11,31.0,917000
FAC002216,C02766,2025-03-27,45,2025-09-08,120.0,74000
FAC002217,C04472,2025-07-08,15,2025-09-13,52.0,1126000
FAC002218,C00720,2024-12-24,30,2025-02-21,29.0,1701000
FAC002219,C01531,2025-07-06,90,2025-08-24,0.0,295000
FAC002220,C02211,2025-09-12,15,,,1433000
FAC002221,C04637,2025-08-02,90,2025-09-09,0.0,1464000
FAC002222,C00776,2025-08-18,90,2025-09-07,0.0,1204000
FAC002223,C00225,2025-06-21,90,2025-08-27,0.0,476000
FAC002224,C00351,2025-04-11,90,2025-07-30,20.0,784000
FAC002225,C03849,2025-09-07,15,2025-09-19,0.0,1252000
FAC002226,C04646,2025-08-12,90,,,1500000
FAC002227,C03291,2025-09-09,90,2025-09-10,0.0,412000
FAC002228,C03155,2025-04-26,45,2025-08-31,82.0,1939000
FAC002229,C00829,2025-01-02,90,,,1227000
FAC002230,C02919,2025-02-03,60,,,1463000
FAC002231,C04975,2025-05-13,60,,,1831000
FAC002232,C00078,2025-08-17,60,2025-08-30,0.0,60000
FAC002233,C00859,2025-01-22,90,,,156000
FAC002234,C03782,2025-07-22,60,,,250000
FAC002235,C01547,2025-03-27,90,2025-09-05,72.0,1749000
FAC002236,C01407,2024-10-02,60,2025-08-06,248.0,214000
FAC002237,C04525,2025-06-17,30,,,1270000
FAC002238,C04047,2025-09-08,30,2025-09-23,0.0,384000
FAC002239,C04413,2025-05-09,60,2025-08-06,29.0,1494000
FAC002240,C00696,2024-11-30,15,,,1146000
FAC002241,C02222,2024-11-12,45,,,1785000
FAC002242,C00572,2025-06-19,45,,,1155000
FAC002243,C02823,2025-06-12,90,,,130000
FAC002244,C02287,2025-07-15,45,2025-09-18,20.0,154000
FAC002245,C01478,2025-01-14,90,2025-07-07,84.0,600000
FAC002246,C00416,2025-02-20,60,2025-09-21,153.0,1631000
FAC002247,C03675,2025-01-03,90,2025-02-18,0.0,1053000
FAC002248,C00656,2025-03-30,90,,,1149000
FAC002249,C02966,2025-05-11,45,2025-08-11,47.0,1788000
FAC002250,C02381,2024-10-25,90,,,490000
FAC002251,C02644,2025-03-11,60,2025-05-12,2.0,722000
FAC002252,C04483,2025-05-08,15,2025-07-16,54.0,1584000
FAC002253,C03285,2025-03-26,90,2025-04-07,0.0,1761000
FAC002254,C04124,2025-03-08,30,2025-07-31,115.0,1010000
FAC002255,C02131,2025-03-20,45,,,1121000
FAC002256,C03107,2025-08-22,60,2025-09-02,0.0,505000
FAC002257,C04635,2024-11-04,60,2024-12-26,0.0,1023000
FAC002258,C04320,2024-10-24,60,2025-09-23,274.0,210000
FAC002259,C02080,2025-09-09,90,,,1756000
FAC002260,C03846,2025-05-19,15,2025-06-14,11.0,1281000
FAC002261,C01165,2025-03-28,90,,,1973000
FAC002262,C02647,2025-08-02,15,2025-09-28,42.0,1077000
FAC002263,C03819,2025-06-04,45,,,225000
FAC002264,C00246,2025-02-25,30,2025-04-24,28.0,246000
FAC002265,C02648,2025-03-17,90,2025-06-03,0.0,1206000
FAC002266,C00761,2024-11-13,15,2024-12-05,7.0,1349000
FAC002267,C03598,2025-09-09,45,,,1394000
FAC002268,C03987,2025-02-27,15,2025-06-13,91.0,719000
FAC002269,C03224,2025-09-16,60,,,1118000
FAC002270,C03904,2024-12-07,60,2025-01-15,0.0,103000
FAC002271,C03902,2025-06-26,30,2025-09-22,58.0,842000
FAC002272,C01775,2025-08-28,45,2025-09-08,0.0,283000
FAC002273,C04157,2025-07-01,30,2025-08-03,3.0,1285000
FAC002274,C02476,2025-01-26,90,2025-04-18,0.0,850000
FAC002275,C04048,2024-12-03,30,2025-01-19,17.0,1735000
FAC002276,C02648,2024-12-06,30,2025-06-29,175.0,1661000
FAC002277,C03001,2025-01-31,15,2025-09-18,215.0,923000
FAC002278,C04232,2025-07-26,45,,,706000
FAC002279,C02174,2025-01-06,15,2025-01-28,7.0,718000
FAC002280,C04355,2025-01-03,60,2025-09-24,204.0,1874000
FAC002281,C00168,2025-05-09,30,2025-07-22,44.0,456000
FAC002282,C01679,2025-01-31,30,2025-09-12,194.0,1528000
FAC002283,C03066,2025-06-07,45,,,1379000
FAC002284,C00372,2025-04-06,15,,,385000
FAC002285,C03833,2025-04-16,90,2025-05-25,0.0,1978000
FAC002286,C02125,2025-08-08,60,2025-09-14,0.0,1188000
FAC002287,C00142,2024-12-20,90,2025-04-11,22.0,1938000
FAC002288,C01018,2025-06-16,60,,,1369000
FAC002289,C03427,2025-04-16,45,,,1511000
FAC002290,C00372,2025-03-08,60,2025-05-26,19.0,1748000
FAC002291,C00409,2025-06-17,45,2025-07-28,0.0,60000
FAC002292,C00646,2024-10-02,90,,,543000
FAC002293,C04579,2025-07-24,15,2025-08-04,0.0,1297000
FAC002294,C04077,2024-11-17,60,2025-01-11,0.0,839000
FAC002295,C04211,2025-09-02,15,2025-09-18,1.0,1671000
FAC002296,C03538,2024-11-07,30,2025-09-11,278.0,295000
FAC002297,C02157,2025-05-06,90,,,1753000
FAC002298,C02221,2025-04-08,30,,,1146000
FAC002299,C01715,2025-06-28,60,2025-08-14,0.0,1297000
FAC002300,C01384,2025-09-10,15,,,183000
FAC002301,C04559,2025-03-12,60,2025-06-17,37.0,718000
FAC002302,C03708,2025-04-08,45,2025-08-05,74.0,312000
FAC002303,C01849,2025-05-18,30,,,1517000
FAC002304,C02329,2024-11-09,30,2025-08-14,248.0,121000
FAC002305,C01475,2025-06-30,90,2025-08-21,0.0,1352000
FAC002306,C02380,2024-11-21,15,2025-05-23,168.0,1009000
FAC002307,C01848,2025-08-22,60,2025-09-27,0.0,1024000
FAC002308,C03341,2025-01-06,15,2025-07-09,169.0,1274000
FAC002309,C00848,2024-11-08,45,,,979000
FAC002310,C03487,2025-01-02,45,2025-06-27,131.0,281000
FAC002311,C04124,2025-07-22,90,2025-08-18,0.0,1622000
FAC002312,C02520,2025-08-06,90,,,854000
FAC002313,C04656,2024-12-30,15,2025-05-05,111.0,1278000
FAC002314,C02460,2024-11-17,30,2025-09-07,264.0,1234000
FAC002315,C03200,2025-03-20,15,2025-07-17,104.0,715000
FAC002316,C02865,2024-11-13,90,2025-04-24,72.0,403000
FAC002317,C00436,2025-04-09,45,,,473000
FAC002318,C02377,2025-09-01,45,2025-09-28,0.0,125000
FAC002319,C00467,2025-07-25,30,,,1187000
FAC002320,C03973,2025-01-26,45,2025-08-25,166.0,371000
FAC002321,C04062,2025-02-04,90,,,1366000
FAC002322,C02533,2024-11-13,90,2025-08-10,180.0,1439000
FAC002323,C03844,2025-08-11,15,2025-09-16,21.0,104000
FAC002324,C00835,2025-08-02,45,2025-08-02,0.0,394000
FAC002325,C01434,2025-02-19,45,2025-05-13,38.0,1229000
FAC002326,C02434,2024-10-11,45,2024-10-15,0.0,1250000
FAC002327,C00105,2025-02-11,30,2025-07-20,129.0,538000
FAC002328,C00706,2025-08-02,60,,,1242000
FAC002329,C00844,2025-07-19,30,,,1878000
FAC002330,C04583,2025-05-24,45,2025-09-08,62.0,1865000
FAC002331,C03887,2025-04-01,15,,,859000
FAC002332,C02908,2025-05-06,60,2025-07-01,0.0,79000
FAC002333,C02519,2025-08-20,45,,,1635000
FAC002334,C02979,2025-04-22,90,,,1724000
FAC002335,C00423,2025-08-18,15,,,331000
FAC002336,C03898,2025-08-30,60,,,707000
FAC002337,C03037,2025-07-08,45,2025-09-20,29.0,1939000
FAC002338,C00572,2025-09-16,15,2025-09-16,0.0,391000
FAC002339,C02677,2025-05-15,15,2025-06-06,7.0,1876000
FAC002340,C03973,2025-04-10,45,,,925000
FAC002341,C01102,2025-05-07,90,2025-09-05,31.0,845000
FAC002342,C02613,2025-07-03,60,2025-09-21,20.0,1314000
FAC002343,C02837,2025-06-28,30,,,245000
FAC002344,C04525,2025-05-09,90,,,92000
FAC002345,C04651,2025-06-07,90,2025-09-01,0.0,761000
FAC002346,C03559,2025-01-08,30,2025-03-29,50.0,833000
FAC002347,C01442,2025-06-07,15,2025-08-14,53.0,1538000
FAC002348,C04421,2025-02-16,60,2025-02-19,0.0,798000
FAC002349,C03096,2025-04-22,30,2025-05-21,0.0,585000
FAC002350,C02836,2025-09-08,15,,,205000
FAC002351,C00714,2025-04-29,15,,,1068000
FAC002352,C01387,2025-03-10,45,2025-05-10,16.0,1985000
FAC002353,C04218,2025-04-09,90,2025-08-18,41.0,1975000
FAC002354,C04122,2024-11-19,15,2025-07-24,232.0,1511000
FAC002355,C00564,2025-06-16,90,,,195000
FAC002356,C04242,2025-03-10,30,,,144000
FAC002357,C04470,2025-07-28,15,,,1975000
FAC002358,C03296,2024-11-10,30,,,163000
FAC002359,C03827,2025-08-02,30,,,1744000
FAC002360,C00320,2025-02-05,30,2025-05-09,63.0,1231000
FAC002361,C01635,2024-11-20,90,2024-11-26,0.0,1201000
FAC002362,C03383,2025-06-10,15,2025-09-28,95.0,341000
FAC002363,C01031,2025-06-26,30,2025-07-12,0.0,879000
FAC002364,C02459,2025-06-01,45,,,540000
FAC002365,C01407,2024-11-21,45,2025-07-12,188.0,1380000
FAC002366,C02307,2025-07-15,90,2025-09-07,0.0,1126000
FAC002367,C02017,2025-08-14,60,2025-09-02,0.0,805000
FAC002368,C00348,2025-06-05,30,,,1498000
FAC002369,C04556,2024-10-15,45,2025-01-06,38.0,411000
FAC002370,C01366,2025-09-15,15,2025-09-16,0.0,1869000
FAC002371,C03969,2025-01-16,90,,,1656000
FAC002372,C04888,2025-01-31,60,2025-04-04,3.0,1603000
FAC002373,C04932,2025-06-02,90,2025-09-01,1.0,661000
FAC002374,C02256,2025-09-16,15,2025-09-16,0.0,1333000
FAC002375,C01205,2025-02-24,90,,,859000
FAC002376,C02739,2024-12-01,45,2024-12-31,0.0,1412000
FAC002377,C01102,2025-05-28,30,,,1016000
FAC002378,C02380,2025-05-01,45,2025-07-14,29.0,953000
FAC002379,C00770,2024-11-16,45,2025-08-28,240.0,665000
FAC002380,C03700,2025-04-12,30,2025-06-28,47.0,56000
FAC002381,C01952,2025-03-06,45,2025-09-08,141.0,419000
FAC002382,C01137,2025-08-30,60,,,261000
FAC002383,C01705,2024-12-13,15,,,1764000
FAC002384,C02951,2025-04-05,90,,,656000
FAC002385,C02510,2025-06-25,90,2025-09-24,1.0,1184000
FAC002386,C02830,2025-05-09,45,2025-06-26,3.0,1318000
FAC002387,C00413,2024-10-21,45,,,1687000
FAC002388,C03833,2025-07-31,45,2025-08-04,0.0,192000
FAC002389,C00314,2025-07-08,60,2025-09-23,17.0,1627000
FAC002390,C03020,2025-06-05,15,,,726000
FAC002391,C01962,2024-12-02,15,2025-01-13,27.0,1209000
FAC002392,C02169,2025-07-18,60,2025-08-13,0.0,1474000
FAC002393,C03127,2025-08-09,60,2025-09-28,0.0,1516000
FAC002394,C01715,2024-12-16,90,,,1824000
FAC002395,C02917,2025-07-14,45,2025-07-26,0.0,710000
FAC002396,C02765,2025-04-26,60,2025-05-04,0.0,935000
FAC002397,C03620,2024-11-22,45,2025-04-29,113.0,959000
FAC002398,C01254,2024-12-18,60,2025-09-06,202.0,1277000
FAC002399,C04405,2024-10-28,45,,,1586000
FAC002400,C02839,2025-09-07,15,2025-09-17,0.0,403000
