ID_Transacción,ID_Cliente,ID_Tienda,SKU,Cantidad,Precio_Unitario,Fecha,Total
TRX0015411,C03306,T017,P00111,1,167300,2025-01-10,167300
TRX0015412,C03854,T011,P00077,2,59200,2023-10-02,118400
TRX0015413,C03545,T025,P00300,5,79300,2025-01-18,396500
TRX0015414,C03854,T002,P00225,3,126300,2024-11-25,378900
TRX0015415,C03940,T003,P00176,5,178500,2024-01-25,892500
TRX0015416,C04439,T022,P00176,1,178500,2023-12-30,178500
TRX0015417,C00981,T006,P00143,4,131200,2024-06-18,524800
TRX0015418,C04913,T006,P00104,5,30800,2023-11-12,154000
TRX0015419,C01960,T024,P00231,4,54900,2025-01-27,219600
TRX0015420,C03270,T004,P00155,2,270700,2024-08-02,541400
TRX0015421,C01790,T019,P00278,1,288900,2025-08-18,288900
TRX0015422,C00900,T005,P00039,2,327600,2025-03-25,655200
TRX0015423,C01537,T016,P00123,4,10300,2023-12-09,41200
TRX0015424,C03783,T009,P00214,5,167200,2024-06-30,836000
TRX0015425,C02982,T020,P00050,4,15300,2025-09-11,61200
TRX0015426,C04819,T017,P00027,2,326100,2023-10-27,652200
TRX0015427,C02438,T022,P00025,4,168100,2025-01-05,672400
TRX0015428,C00840,T023,P00263,4,371000,2024-02-26,1484000
TRX0015429,C01697,T008,P00257,4,354400,2023-12-03,1417600
TRX0015430,C04082,T014,P00099,5,295500,2025-01-03,1477500
TRX0015431,C04101,T015,P00169,3,266900,2024-12-17,800700
TRX0015432,C00074,T011,P00036,1,267900,2024-01-12,267900
TRX0015433,C04138,T025,P00267,2,393600,2025-04-01,787200
TRX0015434,C00096,T016,P00174,4,141500,2025-09-26,566000
TRX0015435,C04742,T003,P00091,3,155600,2024-03-05,466800
TRX0015436,C00368,T021,P00091,5,155600,2024-10-18,778000
TRX0015437,C03314,T021,P00213,1,14200,2024-09-08,14200
TRX0015438,C02977,T004,P00209,2,121500,2023-10-02,243000
TRX0015439,C00246,T014,P00081,1,86800,2024-09-25,86800
TRX0015440,C02190,T002,P00019,1,111500,2024-04-11,111500
TRX0015441,C04063,T002,P00020,2,195700,2024-03-04,391400
TRX0015442,C03728,T017,P00067,3,52900,2025-02-13,158700
TRX0015443,C01680,T025,P00218,1,30700,2024-10-27,30700
TRX0015444,C04407,T022,P00006,4,14400,2025-01-30,57600
TRX0015445,C02469,T015,P00026,3,282900,2024-06-13,848700
TRX0015446,C04350,T024,P00026,1,282900,2024-11-03,282900
TRX0015447,C02203,T017,P00142,1,108700,2025-03-25,108700
TRX0015448,C01608,T001,P00089,1,182100,2024-09-04,182100
TRX0015449,C01868,T009,P00130,4,128600,2024-03-28,514400
TRX0015450,C04240,T025,P00178,5,23600,2025-04-09,118000
TRX0015451,C02878,T015,P00183,2,423900,2023-12-22,847800
TRX0015452,C01746,T014,P00217,4,266200,2023-10-21,1064800
TRX0015453,C02692,T022,P00077,5,59200,2024-06-19,296000
TRX0015454,C02333,T023,P00024,1,124300,2024-06-30,124300
TRX0015455,C00060,T010,P00166,2,132100,2024-02-11,264200
TRX0015456,C02149,T020,P00100,4,314500,2025-05-30,1258000
TRX0015457,C01060,T016,P00179,5,12500,2025-08-23,62500
TRX0015458,C01514,T017,P00225,5,126300,2023-09-29,631500
TRX0015459,C00474,T020,P00004,1,33200,2025-06-10,33200
TRX0015460,C00082,T007,P00230,3,19600,2025-03-04,58800
TRX0015461,C00965,T015,P00181,4,93200,2024-04-29,372800
TRX0015462,C04540,T017,P00039,5,327600,2025-08-20,1638000
TRX0015463,C02006,T022,P00164,1,168500,2025-02-20,168500
TRX0015464,C03195,T009,P00142,2,108700,2025-05-05,217400
TRX0015465,C02013,T024,P00149,1,336600,2025-04-23,336600
TRX0015466,C00678,T014,P00299,5,231900,2024-08-02,1159500
TRX0015467,C04035,T024,P00172,4,55300,2024-06-01,221200
TRX0015468,C04254,T011,P00263,5,371000,2024-05-08,1855000
TRX0015469,C04118,T009,P00116,4,322000,2024-10-02,1288000
TRX0015470,C02139,T009,P00073,5,112800,2025-03-20,564000
TRX0015471,C00342,T018,P00224,3,264300,2025-03-07,792900
TRX0015472,C04604,T022,P00239,5,19900,2024-03-04,99500
TRX0015473,C04691,T011,P00263,3,371000,2024-02-12,1113000
TRX0015474,C04814,T007,P00252,5,141900,2025-06-04,709500
TRX0015475,C00197,T007,P00110,4,257200,2024-07-04,1028800
TRX0015476,C01526,T021,P00114,4,403900,2024-01-18,1615600
TRX0015477,C00276,T015,P00138,3,104000,2025-07-03,312000
TRX0015478,C03046,T014,P00052,1,117700,2025-06-17,117700
TRX0015479,C00042,T023,P00170,4,171200,2024-11-21,684800
TRX0015480,C02804,T005,P00165,1,101800,2025-04-19,101800
TRX0015481,C03468,T020,P00157,4,13100,2024-07-07,52400
TRX0015482,C00444,T004,P00265,3,29700,2025-01-15,89100
TRX0015483,C02963,T006,P00288,3,367600,2023-12-10,1102800
TRX0015484,C01694,T021,P00224,3,264300,2025-07-18,792900
TRX0015485,C00310,T005,P00006,5,14400,2024-01-06,72000
TRX0015486,C04973,T020,P00050,1,15300,2024-06-03,15300
TRX0015487,C03295,T013,P00015,2,118200,2025-03-19,236400
TRX0015488,C01605,T008,P00084,1,114900,2024-07-20,114900
TRX0015489,C00175,T020,P00001,4,159600,2024-10-21,638400
TRX0015490,C01353,T008,P00293,2,168100,2024-08-07,336200
TRX0015491,C02935,T013,P00089,5,182100,2024-09-21,910500
TRX0015492,C02889,T009,P00139,3,222400,2025-04-15,667200
TRX0015493,C00027,T008,P00064,4,287400,2024-09-14,1149600
TRX0015494,C00241,T015,P00127,2,232500,2025-06-22,465000
TRX0015495,C04893,T021,P00118,1,93100,2025-01-23,93100
TRX0015496,C04860,T004,P00297,1,54800,2024-06-22,54800
TRX0015497,C02894,T009,P00041,4,384400,2024-09-13,1537600
TRX0015498,C00493,T006,P00157,5,13100,2025-03-22,65500
TRX0015499,C03793,T007,P00109,1,140200,2025-03-20,140200
TRX0015500,C01339,T001,P00234,2,68400,2024-08-04,136800
TRX0015501,C00963,T005,P00078,4,279900,2024-03-15,1119600
TRX0015502,C04992,T012,P00281,1,268800,2024-12-10,268800
TRX0015503,C01762,T003,P00213,1,14200,2025-02-27,14200
TRX0015504,C04575,T011,P00010,1,173000,2024-03-23,173000
TRX0015505,C00036,T001,P00107,4,236800,2025-03-03,947200
TRX0015506,C02394,T005,P00291,2,141200,2025-09-01,282400
TRX0015507,C01643,T003,P00014,4,56400,2024-05-11,225600
TRX0015508,C04356,T005,P00010,5,173000,2024-12-08,865000
TRX0015509,C00320,T025,P00137,1,294900,2024-06-03,294900
TRX0015510,C03150,T017,P00191,4,57000,2024-06-01,228000
TRX0015511,C01035,T002,P00290,3,187900,2023-10-17,563700
TRX0015512,C02466,T017,P00167,4,15100,2025-07-28,60400
TRX0015513,C01020,T023,P00274,4,52700,2025-06-17,210800
TRX0015514,C00267,T019,P00219,2,19000,2023-10-15,38000
TRX0015515,C01946,T002,P00183,1,423900,2024-07-28,423900
TRX0015516,C02840,T010,P00019,1,111500,2025-05-29,111500
TRX0015517,C04348,T010,P00032,3,324200,2025-09-22,972600
TRX0015518,C03673,T007,P00049,3,228800,2025-09-16,686400
TRX0015519,C04229,T012,P00110,1,257200,2024-08-30,257200
TRX0015520,C03633,T025,P00110,3,257200,2024-11-25,771600
TRX0015521,C03977,T020,P00173,1,141400,2024-08-19,141400
TRX0015522,C03663,T007,P00040,4,129600,2024-10-27,518400
TRX0015523,C04808,T017,P00207,2,282800,2023-12-31,565600
TRX0015524,C01232,T009,P00115,4,181600,2025-03-12,726400
TRX0015525,C02700,T021,P00066,4,84400,2024-10-10,337600
TRX0015526,C02683,T008,P00284,2,167100,2025-08-13,334200
TRX0015527,C04312,T004,P00248,2,141100,2024-05-06,282200
TRX0015528,C03070,T003,P00111,2,167300,2024-03-06,334600
TRX0015529,C04390,T006,P00006,2,14400,2024-04-09,28800
TRX0015530,C03982,T005,P00119,3,102500,2023-12-08,307500
TRX0015531,C01539,T025,P00269,1,164100,2025-07-21,164100
TRX0015532,C04221,T005,P00143,4,131200,2024-02-10,524800
TRX0015533,C03577,T009,P00277,4,202600,2025-03-29,810400
TRX0015534,C01078,T019,P00263,5,371000,2024-01-25,1855000
TRX0015535,C02909,T004,P00027,5,326100,2024-12-07,1630500
TRX0015536,C04133,T011,P00156,3,191900,2024-01-08,575700
TRX0015537,C01513,T012,P00070,3,97400,2024-08-05,292200
TRX0015538,C02992,T021,P00133,5,279900,2024-11-20,1399500
TRX0015539,C03826,T022,P00238,1,145800,2024-05-14,145800
TRX0015540,C03431,T025,P00229,5,12700,2023-11-18,63500
TRX0015541,C04325,T017,P00219,2,19000,2024-08-20,38000
TRX0015542,C00650,T011,P00276,1,212800,2023-11-09,212800
TRX0015543,C02773,T019,P00097,3,367700,2024-06-01,1103100
TRX0015544,C00337,T008,P00001,3,159600,2023-10-27,478800
TRX0015545,C00440,T017,P00286,3,149100,2024-10-30,447300
TRX0015546,C01016,T019,P00195,4,182400,2024-02-25,729600
TRX0015547,C03468,T024,P00006,5,14400,2024-08-14,72000
TRX0015548,C02690,T010,P00104,3,30800,2024-12-05,92400
TRX0015549,C02145,T024,P00138,4,104000,2025-01-25,416000
TRX0015550,C04111,T015,P00032,5,324200,2023-12-09,1621000
TRX0015551,C03176,T004,P00062,1,64200,2025-04-09,64200
TRX0015552,C02774,T001,P00007,1,328900,2024-03-09,328900
TRX0015553,C02410,T017,P00116,2,322000,2024-06-18,644000
TRX0015554,C04542,T010,P00068,2,222200,2024-03-31,444400
TRX0015555,C04794,T024,P00255,3,307200,2025-08-29,921600
TRX0015556,C00944,T023,P00062,2,64200,2023-12-09,128400
TRX0015557,C02666,T024,P00165,3,101800,2025-03-01,305400
TRX0015558,C00250,T017,P00242,2,145300,2024-12-10,290600
TRX0015559,C04687,T005,P00237,4,20000,2024-10-01,80000
TRX0015560,C02092,T010,P00205,3,166200,2025-06-14,498600
TRX0015561,C03336,T023,P00163,5,376600,2025-05-07,1883000
TRX0015562,C02380,T002,P00238,2,145800,2024-09-15,291600
TRX0015563,C01945,T011,P00194,5,72400,2025-04-04,362000
TRX0015564,C00220,T015,P00001,5,159600,2024-10-14,798000
TRX0015565,C03384,T020,P00094,5,330600,2025-07-05,1653000
TRX0015566,C02959,T012,P00260,5,249600,2024-10-29,1248000
TRX0015567,C02887,T020,P00150,5,182600,2025-02-14,913000
TRX0015568,C01724,T012,P00074,3,248200,2024-03-30,744600
TRX0015569,C02725,T017,P00234,2,68400,2024-01-17,136800
TRX0015570,C04185,T003,P00109,1,140200,2024-07-01,140200
TRX0015571,C00508,T017,P00104,3,30800,2024-02-04,92400
TRX0015572,C01099,T022,P00188,5,19500,2024-01-04,97500
TRX0015573,C01250,T015,P00298,4,274300,2024-06-20,1097200
TRX0015574,C03594,T025,P00294,1,34100,2024-11-24,34100
TRX0015575,C02702,T010,P00009,3,130000,2023-12-25,390000
TRX0015576,C03663,T025,P00117,4,234800,2023-11-06,939200
TRX0015577,C03703,T021,P00100,3,314500,2024-02-23,943500
TRX0015578,C04069,T016,P00253,2,160700,2023-11-23,321400
TRX0015579,C02225,T012,P00072,2,156400,2025-04-29,312800
TRX0015580,C04706,T006,P00001,3,159600,2024-09-19,478800
TRX0015581,C03031,T010,P00112,5,39700,2025-05-09,198500
TRX0015582,C00963,T005,P00017,3,19300,2024-02-26,57900
TRX0015583,C01777,T017,P00043,5,91400,2023-12-02,457000
TRX0015584,C03665,T005,P00257,1,354400,2025-05-27,354400
TRX0015585,C02364,T024,P00080,2,108200,2025-01-21,216400
TRX0015586,C04808,T008,P00027,3,326100,2024-03-21,978300
TRX0015587,C03953,T020,P00196,2,254900,2024-08-23,509800
TRX0015588,C03850,T020,P00217,1,266200,2024-12-06,266200
TRX0015589,C00316,T001,P00275,4,212500,2025-05-03,850000
TRX0015590,C04043,T002,P00181,4,93200,2025-06-15,372800
TRX0015591,C02335,T011,P00050,2,15300,2024-04-10,30600
TRX0015592,C02984,T020,P00022,1,12900,2024-04-10,12900
TRX0015593,C02329,T018,P00261,1,266900,2024-06-15,266900
TRX0015594,C02544,T019,P00055,5,56000,2024-12-07,280000
TRX0015595,C03409,T015,P00288,4,367600,2023-11-04,1470400
TRX0015596,C02173,T024,P00222,4,170900,2024-03-29,683600
TRX0015597,C00865,T014,P00202,3,209300,2025-03-06,627900
TRX0015598,C03493,T005,P00217,4,266200,2025-06-28,1064800
TRX0015599,C01618,T022,P00165,1,101800,2023-12-27,101800
TRX0015600,C04618,T011,P00243,5,234000,2024-04-20,1170000
TRX0015601,C03456,T022,P00003,2,32200,2023-10-14,64400
TRX0015602,C04003,T004,P00236,3,13200,2025-03-10,39600
TRX0015603,C01262,T011,P00145,3,55800,2024-03-17,167400
TRX0015604,C02983,T019,P00023,2,60800,2024-07-11,121600
TRX0015605,C01811,T011,P00006,5,14400,2025-04-03,72000
TRX0015606,C00245,T006,P00161,4,166000,2025-06-22,664000
TRX0015607,C03690,T014,P00256,5,238500,2025-05-19,1192500
TRX0015608,C03660,T009,P00143,1,131200,2024-07-04,131200
TRX0015609,C00171,T013,P00061,3,228100,2024-12-23,684300
TRX0015610,C02467,T004,P00263,5,371000,2025-08-18,1855000
TRX0015611,C01269,T025,P00293,2,168100,2024-11-01,336200
TRX0015612,C01254,T016,P00219,5,19000,2024-08-30,95000
TRX0015613,C01209,T022,P00005,3,232600,2025-03-27,697800
TRX0015614,C03955,T013,P00034,2,39100,2024-03-11,78200
TRX0015615,C02953,T007,P00196,1,254900,2024-06-08,254900
TRX0015616,C00515,T010,P00002,3,320500,2024-02-02,961500
TRX0015617,C03014,T004,P00260,5,249600,2024-12-22,1248000
TRX0015618,C01655,T009,P00117,4,234800,2024-03-26,939200
TRX0015619,C00846,T016,P00144,2,192800,2024-10-05,385600
TRX0015620,C00405,T002,P00028,4,206800,2024-05-16,827200
TRX0015621,C02777,T010,P00228,1,43500,2025-08-16,43500
TRX0015622,C02987,T011,P00170,5,171200,2023-11-12,856000
TRX0015623,C04553,T008,P00262,3,409700,2025-02-25,1229100
TRX0015624,C02374,T012,P00091,1,155600,2024-01-29,155600
TRX0015625,C02914,T020,P00108,4,262200,2023-10-16,1048800
TRX0015626,C02755,T012,P00240,2,415900,2025-04-05,831800
TRX0015627,C03565,T006,P00065,5,8300,2025-05-19,41500
TRX0015628,C01008,T014,P00058,5,254300,2024-06-11,1271500
TRX0015629,C04574,T022,P00293,5,168100,2024-11-11,840500
TRX0015630,C01759,T007,P00254,3,286500,2025-04-20,859500
TRX0015631,C03056,T022,P00146,5,17500,2023-11-09,87500
TRX0015632,C03963,T023,P00238,1,145800,2024-10-21,145800
TRX0015633,C03397,T014,P00223,3,304600,2025-06-22,913800
TRX0015634,C04170,T002,P00298,4,274300,2025-06-20,1097200
TRX0015635,C04592,T020,P00105,2,6200,2023-10-06,12400
TRX0015636,C02918,T025,P00272,2,78800,2024-08-04,157600
TRX0015637,C00064,T010,P00060,5,251600,2025-09-19,1258000
TRX0015638,C04756,T003,P00226,2,309000,2025-05-24,618000
TRX0015639,C00246,T017,P00250,5,188700,2025-03-01,943500
TRX0015640,C03420,T025,P00140,4,194400,2024-09-20,777600
TRX0015641,C00417,T010,P00235,4,52600,2023-12-08,210400
TRX0015642,C01646,T003,P00114,1,403900,2025-05-05,403900
TRX0015643,C03881,T003,P00180,3,380200,2024-07-31,1140600
TRX0015644,C03036,T011,P00284,5,167100,2025-08-09,835500
TRX0015645,C03863,T018,P00151,1,21700,2025-03-11,21700
TRX0015646,C02631,T025,P00057,3,259700,2025-05-01,779100
TRX0015647,C01300,T003,P00205,2,166200,2024-12-28,332400
TRX0015648,C04744,T015,P00280,2,138600,2025-05-11,277200
TRX0015649,C04777,T008,P00120,2,130200,2024-12-29,260400
TRX0015650,C01828,T013,P00183,2,423900,2025-06-05,847800
TRX0015651,C04555,T013,P00210,3,237500,2024-01-18,712500
TRX0015652,C00379,T025,P00300,3,79300,2024-10-13,237900
TRX0015653,C01988,T003,P00005,2,232600,2025-02-16,465200
TRX0015654,C03443,T002,P00256,4,238500,2024-05-02,954000
TRX0015655,C04289,T019,P00139,5,222400,2025-01-04,1112000
TRX0015656,C04241,T017,P00161,3,166000,2025-01-18,498000
TRX0015657,C04476,T012,P00200,2,328400,2024-07-01,656800
TRX0015658,C00201,T003,P00088,3,211000,2025-03-23,633000
TRX0015659,C00274,T012,P00202,3,209300,2024-04-21,627900
TRX0015660,C03046,T025,P00062,3,64200,2025-02-10,192600
TRX0015661,C04521,T007,P00164,3,168500,2024-12-30,505500
TRX0015662,C04893,T003,P00299,2,231900,2025-08-19,463800
TRX0015663,C00761,T004,P00003,4,32200,2025-07-26,128800
TRX0015664,C03027,T007,P00056,3,63200,2024-09-27,189600
TRX0015665,C01419,T002,P00112,4,39700,2024-06-14,158800
TRX0015666,C01326,T013,P00245,3,303100,2023-12-11,909300
TRX0015667,C02336,T002,P00282,5,32000,2023-11-12,160000
TRX0015668,C00271,T020,P00174,1,141500,2025-07-27,141500
TRX0015669,C01556,T022,P00073,1,112800,2025-03-10,112800
TRX0015670,C01945,T023,P00047,3,207300,2024-08-02,621900
TRX0015671,C01779,T019,P00278,4,288900,2025-02-05,1155600
TRX0015672,C03551,T008,P00263,4,371000,2025-07-11,1484000
TRX0015673,C04095,T019,P00024,2,124300,2023-12-17,248600
TRX0015674,C00349,T006,P00091,3,155600,2024-02-06,466800
TRX0015675,C00020,T022,P00258,5,18300,2024-06-24,91500
TRX0015676,C01935,T018,P00099,2,295500,2025-09-01,591000
TRX0015677,C04592,T021,P00042,5,88200,2024-09-28,441000
TRX0015678,C03667,T017,P00185,5,54500,2024-06-05,272500
TRX0015679,C01390,T021,P00107,2,236800,2025-03-26,473600
TRX0015680,C00515,T018,P00155,4,270700,2025-02-16,1082800
TRX0015681,C04361,T020,P00290,2,187900,2024-12-16,375800
TRX0015682,C01731,T017,P00116,2,322000,2025-01-22,644000
TRX0015683,C02435,T010,P00085,2,20100,2024-04-06,40200
TRX0015684,C03685,T017,P00223,4,304600,2024-10-20,1218400
TRX0015685,C00814,T025,P00077,3,59200,2025-09-09,177600
TRX0015686,C03377,T025,P00236,1,13200,2025-06-26,13200
TRX0015687,C03710,T014,P00154,3,134300,2025-06-30,402900
TRX0015688,C03312,T008,P00039,4,327600,2024-02-23,1310400
TRX0015689,C02237,T005,P00237,3,20000,2024-08-03,60000
TRX0015690,C00065,T018,P00017,1,19300,2024-05-09,19300
TRX0015691,C01906,T010,P00156,1,191900,2024-10-06,191900
TRX0015692,C04199,T023,P00021,3,59400,2025-02-04,178200
TRX0015693,C00760,T006,P00276,5,212800,2024-01-01,1064000
TRX0015694,C02409,T006,P00191,4,57000,2025-05-03,228000
TRX0015695,C03316,T014,P00274,4,52700,2024-04-22,210800
TRX0015696,C02393,T016,P00107,5,236800,2024-06-29,1184000
TRX0015697,C02279,T005,P00272,2,78800,2023-12-15,157600
TRX0015698,C03384,T010,P00268,4,248400,2024-06-20,993600
TRX0015699,C02252,T001,P00104,5,30800,2024-05-07,154000
TRX0015700,C02111,T015,P00051,2,11700,2024-04-30,23400
TRX0015701,C04578,T007,P00250,1,188700,2025-09-21,188700
TRX0015702,C01364,T025,P00051,5,11700,2024-03-09,58500
TRX0015703,C04055,T020,P00293,3,168100,2023-12-24,504300
TRX0015704,C03557,T014,P00148,3,62200,2025-09-17,186600
TRX0015705,C01963,T015,P00020,4,195700,2024-06-24,782800
TRX0015706,C04866,T021,P00252,5,141900,2025-03-02,709500
TRX0015707,C02681,T017,P00257,4,354400,2024-09-28,1417600
TRX0015708,C00762,T022,P00045,3,278800,2025-04-26,836400
TRX0015709,C04503,T016,P00002,5,320500,2024-07-23,1602500
TRX0015710,C03635,T010,P00247,4,120100,2023-12-11,480400
TRX0015711,C02234,T020,P00116,1,322000,2023-12-22,322000
TRX0015712,C04641,T006,P00075,1,16300,2025-05-06,16300
TRX0015713,C02549,T013,P00035,4,21300,2025-02-15,85200
TRX0015714,C04313,T015,P00212,3,40400,2024-09-08,121200
TRX0015715,C00724,T010,P00196,3,254900,2025-08-15,764700
TRX0015716,C02108,T013,P00004,4,33200,2025-02-25,132800
TRX0015717,C04996,T007,P00260,5,249600,2025-01-15,1248000
TRX0015718,C04662,T020,P00143,1,131200,2024-07-20,131200
TRX0015719,C02744,T008,P00278,5,288900,2025-06-11,1444500
TRX0015720,C00753,T011,P00098,4,110000,2025-09-03,440000
TRX0015721,C02706,T014,P00279,4,54600,2025-09-23,218400
TRX0015722,C03305,T010,P00078,2,279900,2025-08-22,559800
TRX0015723,C01182,T007,P00249,4,123300,2024-11-15,493200
TRX0015724,C02287,T001,P00232,4,314500,2024-04-11,1258000
TRX0015725,C01251,T021,P00083,5,36900,2024-06-22,184500
TRX0015726,C03104,T019,P00126,3,114700,2024-01-26,344100
TRX0015727,C00092,T018,P00240,3,415900,2024-07-01,1247700
TRX0015728,C04632,T013,P00014,3,56400,2024-11-07,169200
TRX0015729,C02198,T025,P00219,2,19000,2023-10-11,38000
TRX0015730,C04827,T013,P00196,2,254900,2024-09-25,509800
TRX0015731,C03199,T014,P00028,2,206800,2025-04-12,413600
TRX0015732,C04255,T003,P00111,4,167300,2023-12-05,669200
TRX0015733,C00998,T022,P00136,5,358200,2023-10-14,1791000
TRX0015734,C04406,T006,P00248,3,141100,2024-09-20,423300
TRX0015735,C01140,T019,P00182,4,99800,2024-06-10,399200
TRX0015736,C01196,T008,P00022,4,12900,2024-08-07,51600
TRX0015737,C01118,T009,P00098,4,110000,2025-02-27,440000
TRX0015738,C03144,T018,P00251,1,310800,2023-11-28,310800
TRX0015739,C04020,T005,P00057,1,259700,2025-08-08,259700
TRX0015740,C01522,T002,P00289,2,43600,2025-03-18,87200
TRX0015741,C01856,T015,P00058,4,254300,2025-06-24,1017200
TRX0015742,C01703,T008,P00015,4,118200,2025-07-20,472800
TRX0015743,C03982,T023,P00227,1,109700,2025-01-05,109700
TRX0015744,C04572,T025,P00105,3,6200,2024-03-20,18600
TRX0015745,C02211,T002,P00071,2,211600,2025-03-03,423200
TRX0015746,C03169,T022,P00129,1,240700,2025-08-05,240700
TRX0015747,C00527,T007,P00140,3,194400,2024-06-21,583200
TRX0015748,C04217,T014,P00253,3,160700,2024-09-18,482100
TRX0015749,C04030,T010,P00102,1,54600,2024-04-02,54600
TRX0015750,C04267,T011,P00204,5,157600,2024-01-18,788000
TRX0015751,C04062,T017,P00003,1,32200,2024-05-06,32200
TRX0015752,C02004,T002,P00086,4,155700,2024-11-18,622800
TRX0015753,C02175,T011,P00036,5,267900,2025-09-15,1339500
TRX0015754,C02686,T019,P00147,3,235500,2025-02-03,706500
TRX0015755,C03155,T022,P00226,1,309000,2025-01-09,309000
TRX0015756,C02667,T022,P00223,3,304600,2024-02-28,913800
TRX0015757,C03682,T022,P00094,3,330600,2025-02-12,991800
TRX0015758,C03272,T021,P00064,5,287400,2024-06-21,1437000
TRX0015759,C03047,T015,P00179,1,12500,2025-09-22,12500
TRX0015760,C04116,T013,P00193,2,248500,2024-06-20,497000
TRX0015761,C04601,T022,P00125,2,417800,2025-01-01,835600
TRX0015762,C00018,T002,P00128,4,55500,2024-12-25,222000
TRX0015763,C02889,T011,P00178,2,23600,2025-01-18,47200
TRX0015764,C00550,T024,P00229,4,12700,2024-12-01,50800
TRX0015765,C01080,T013,P00098,3,110000,2023-11-11,330000
TRX0015766,C03924,T021,P00005,2,232600,2025-07-20,465200
TRX0015767,C03477,T009,P00173,5,141400,2025-05-20,707000
TRX0015768,C02093,T020,P00138,2,104000,2025-08-26,208000
TRX0015769,C02163,T007,P00165,4,101800,2025-07-18,407200
TRX0015770,C03394,T008,P00108,2,262200,2024-05-22,524400
TRX0015771,C01357,T015,P00263,1,371000,2025-01-09,371000
TRX0015772,C00299,T012,P00179,1,12500,2023-10-12,12500
TRX0015773,C03368,T004,P00135,1,89200,2023-12-31,89200
TRX0015774,C02092,T014,P00190,2,270600,2023-12-01,541200
TRX0015775,C02910,T007,P00036,4,267900,2024-12-08,1071600
TRX0015776,C02059,T009,P00056,4,63200,2025-06-21,252800
TRX0015777,C01455,T002,P00104,1,30800,2023-12-08,30800
TRX0015778,C00504,T010,P00126,5,114700,2023-11-25,573500
TRX0015779,C01237,T003,P00147,4,235500,2025-06-12,942000
TRX0015780,C04179,T014,P00111,1,167300,2024-06-26,167300
TRX0015781,C03630,T009,P00056,4,63200,2025-04-26,252800
TRX0015782,C03735,T023,P00215,4,102100,2025-07-20,408400
TRX0015783,C00818,T012,P00217,3,266200,2024-01-26,798600
TRX0015784,C01125,T002,P00018,5,379000,2025-06-22,1895000
TRX0015785,C02045,T011,P00220,3,307600,2024-05-20,922800
TRX0015786,C00679,T021,P00239,5,19900,2024-10-28,99500
TRX0015787,C04706,T003,P00169,5,266900,2025-07-03,1334500
TRX0015788,C04683,T017,P00073,5,112800,2024-04-23,564000
TRX0015789,C02848,T022,P00149,5,336600,2023-12-17,1683000
TRX0015790,C00178,T011,P00295,3,28700,2024-05-21,86100
TRX0015791,C03350,T012,P00222,2,170900,2024-05-28,341800
TRX0015792,C00830,T008,P00205,3,166200,2024-04-02,498600
TRX0015793,C01834,T011,P00177,1,185400,2024-01-21,185400
TRX0015794,C04484,T011,P00107,3,236800,2024-07-16,710400
TRX0015795,C00407,T018,P00175,2,102700,2023-10-27,205400
TRX0015796,C00718,T021,P00058,1,254300,2025-08-18,254300
TRX0015797,C02156,T007,P00163,3,376600,2024-02-07,1129800
TRX0015798,C01521,T006,P00227,2,109700,2023-10-13,219400
TRX0015799,C04610,T017,P00222,2,170900,2023-11-01,341800
TRX0015800,C03898,T014,P00237,4,20000,2024-05-24,80000
TRX0015801,C03365,T023,P00154,5,134300,2024-04-01,671500
TRX0015802,C01678,T006,P00192,4,282500,2025-07-12,1130000
TRX0015803,C04014,T022,P00109,4,140200,2024-07-31,560800
TRX0015804,C04842,T023,P00048,2,344600,2023-10-16,689200
TRX0015805,C00391,T025,P00085,1,20100,2024-10-13,20100
TRX0015806,C02287,T005,P00081,3,86800,2024-01-05,260400
TRX0015807,C01698,T007,P00058,4,254300,2025-06-07,1017200
TRX0015808,C04489,T004,P00052,2,117700,2025-09-08,235400
TRX0015809,C00013,T013,P00009,5,130000,2024-12-08,650000
TRX0015810,C00333,T024,P00202,1,209300,2024-10-31,209300
TRX0015811,C04141,T020,P00032,3,324200,2024-02-24,972600
TRX0015812,C00635,T024,P00081,3,86800,2025-02-11,260400
TRX0015813,C04023,T002,P00128,5,55500,2023-09-30,277500
TRX0015814,C00313,T012,P00038,3,156300,2024-03-01,468900
TRX0015815,C01238,T005,P00248,4,141100,2025-03-01,564400
TRX0015816,C04941,T003,P00250,3,188700,2025-07-27,566100
TRX0015817,C04332,T009,P00294,3,34100,2024-04-07,102300
TRX0015818,C02864,T015,P00202,2,209300,2024-06-13,418600
TRX0015819,C02421,T019,P00201,3,40400,2024-12-17,121200
TRX0015820,C03330,T012,P00101,4,219900,2024-11-02,879600
TRX0015821,C04904,T001,P00042,4,88200,2025-03-21,352800
TRX0015822,C02735,T005,P00224,3,264300,2023-11-21,792900
TRX0015823,C03876,T001,P00148,2,62200,2023-11-01,124400
TRX0015824,C01477,T012,P00119,2,102500,2023-12-11,205000
TRX0015825,C03517,T004,P00074,1,248200,2023-10-11,248200
TRX0015826,C00927,T010,P00144,5,192800,2023-11-23,964000
TRX0015827,C01766,T011,P00127,1,232500,2025-03-14,232500
TRX0015828,C04128,T007,P00085,3,20100,2023-12-17,60300
TRX0015829,C00367,T010,P00053,1,300900,2024-11-19,300900
TRX0015830,C00052,T021,P00146,5,17500,2024-02-26,87500
